EstablecimientoCodigoAntiguo;EstablecimientoCodigo;EstablecimientoCodigoMadreAntiguo;EstablecimientoCodigoMadreNuevo;RegionCodigo;RegionGlosa;SeremiSaludCodigo_ServicioDeSaludCodigo;SeremiSaludGlosa_ServicioDeSaludGlosa;TipoPertenenciaEstabGlosa;TipoEstablecimientoGlosa;AmbitoFuncionamiento;EstablecimientoGlosa;Certificacion;DependenciaAdministrativa;NivelAtencionEstabglosa;ComunaCodigo;ComunaGlosa;TipoViaGlosa;Numero;NombreVia;TelefonoMovil_TelefonoFijo;FechaInicioFuncionamientoEstab;TieneServicioUrgencia;TipoUrgencia;ClasificacionTipoSapu;Latitud;Longitud;TipoSistemaSaludGlosa;EstadoFuncionamiento;NivelComplejidadEstabGlosa;TipoAtencionEstabGlosa;FechaIncorporacion;FechaCierre
;201635;;;7;MAULE;7;SEREMI DE SALUD DEL MAULE;No Perteneciente al Sistema Nacional de Servicios de Salud;CLÍNICA DENTAL;ESTABLECIMIENTO DE SALUD;IMPLANTOLOGIA BMF CARLOS CARTES AEDO E.I.R.L;No Aplica;Privado;No Aplica;7101;TALCA;Calle;;2 SUR N° 870, oficina 608,;932473350;26-09-2023;NO;No Aplica;No Aplica;-3.542.853.922;-7.166.446.737;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;02-09-2024;
;201636;;;7;MAULE;7;SEREMI DE SALUD DEL MAULE;No Perteneciente al Sistema Nacional de Servicios de Salud;CLÍNICA DENTAL;ESTABLECIMIENTO DE SALUD;MJV ODONTOLOGIA SPA;No Aplica;Privado;No Aplica;7101;TALCA;Calle;1285;las Rastras;;26-09-2023;NO;No Aplica;No Aplica;-3.543.665.111;-716.113.023;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;02-09-2024;
;201638;;;7;MAULE;7;SEREMI DE SALUD DEL MAULE;No Perteneciente al Sistema Nacional de Servicios de Salud;CLÍNICA DENTAL;ESTABLECIMIENTO DE SALUD;CLINICA DENTAL RICARDO AGUSTO EIRL;No Aplica;Privado;No Aplica;7406;SAN JAVIER;Calle;1982;RENATO ANDRADES;995290094;06-05-2024;NO;No Aplica;No Aplica;-356.017.197;-717.294.525;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;30-08-2024;
;201639;;;7;MAULE;7;SEREMI DE SALUD DEL MAULE;No Perteneciente al Sistema Nacional de Servicios de Salud;CLÍNICA DENTAL;ESTABLECIMIENTO DE SALUD;DARINKA MORALES SERVICIOS SPA;No Aplica;Privado;No Aplica;7101;TALCA;Avenida;1285;Las Rastras;984483414;11-08-2023;NO;No Aplica;No Aplica;-3.543.665.111;-716.113.023;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;02-09-2024;
;201640;;;7;MAULE;7;SEREMI DE SALUD DEL MAULE;No Perteneciente al Sistema Nacional de Servicios de Salud;CLÍNICA DENTAL;ESTABLECIMIENTO DE SALUD;CLINICA ODONTOLOGICA Y ESTETICA ALTA SONRISA TALCA LIMITADA;No Aplica;Privado;No Aplica;7101;TALCA;Calle;701;2 Norte;966991774;31-07-2023;NO;No Aplica;No Aplica;-3.542.441.028;-7.166.622.696;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;02-09-2024;
;201641;;;7;MAULE;7;SEREMI DE SALUD DEL MAULE;No Perteneciente al Sistema Nacional de Servicios de Salud;CLÍNICA DENTAL;ESTABLECIMIENTO DE SALUD;SOCIEDAD UB DENTAL SPA;No Aplica;Privado;No Aplica;7406;SAN JAVIER;Calle;2610;Sargento Aldea;930396125;23-06-2023;NO;No Aplica;No Aplica;-355.935.147;-7.173.378.995;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;02-09-2024;
;201642;;;7;MAULE;7;SEREMI DE SALUD DEL MAULE;No Perteneciente al Sistema Nacional de Servicios de Salud;CLÍNICA DENTAL;ESTABLECIMIENTO DE SALUD;SOCIEDAD ODONTOLOGICA UNO DENTAL QUINCE SPA;No Aplica;Privado;No Aplica;7101;TALCA;Avenida;665;Colín;952166865;07-02-2024;NO;No Aplica;No Aplica;-354.446.297;-7.168.861.498;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;02-09-2024;
;201654;;;7;MAULE;7;SEREMI DE SALUD DEL MAULE;No Perteneciente al Sistema Nacional de Servicios de Salud;CLÍNICA DENTAL;ESTABLECIMIENTO DE SALUD;SOCIEDAD ORAL MEDICA SPA;No Aplica;Privado;No Aplica;7101;TALCA;Calle;1420;30 oriente;9 79078076;23-06-2023;NO;No Aplica;No Aplica;-354.300.968;-71.627.003;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;02-09-2024;
;201655;;;7;MAULE;7;SEREMI DE SALUD DEL MAULE;No Perteneciente al Sistema Nacional de Servicios de Salud;CLÍNICA DENTAL;ESTABLECIMIENTO DE SALUD;SAAVEDRA Y ODREMAN ASOCIADOS SPA;No Aplica;Privado;No Aplica;7402;COLBÚN;Calle;173;Adolfo Novoa;981889423;21-04-2024;NO;No Aplica;No Aplica;-356.963.049;-714.040.191;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;02-09-2024;
;201656;;;7;MAULE;7;SEREMI DE SALUD DEL MAULE;No Perteneciente al Sistema Nacional de Servicios de Salud;CLÍNICA DENTAL;ESTABLECIMIENTO DE SALUD;CLÍNICA DENTAL FRANCY ENITH VINASCO RAMÍREZ E.I.R.L;No Aplica;Privado;No Aplica;7403;LONGAVÍ;Calle;71;UNO NORTE;989146981;01-07-2024;NO;No Aplica;No Aplica;-359.642.412;-716.859.117;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;02-09-2024;
;201657;;;7;MAULE;7;SEREMI DE SALUD DEL MAULE;No Perteneciente al Sistema Nacional de Servicios de Salud;CLÍNICA DENTAL;ESTABLECIMIENTO DE SALUD;SANTA BLANCA SPA;No Aplica;Privado;No Aplica;7301;CURICÓ;Avenida;717;Av. España;989022702;11-10-2023;NO;No Aplica;No Aplica;-349.854.592;-712.258.492;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;30-08-2024;
;201658;;;7;MAULE;7;SEREMI DE SALUD DEL MAULE;No Perteneciente al Sistema Nacional de Servicios de Salud;CLÍNICA DENTAL;ESTABLECIMIENTO DE SALUD;KAVIDENT SPA;No Aplica;Privado;No Aplica;7101;TALCA;Calle;1562;30 Oriente;983255232;05-05-2023;NO;No Aplica;No Aplica;-35.428.329;-716.260.985;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;02-09-2024;
;201659;;;7;MAULE;7;SEREMI DE SALUD DEL MAULE;No Perteneciente al Sistema Nacional de Servicios de Salud;CLÍNICA DENTAL;ESTABLECIMIENTO DE SALUD;IMENA DEL ROSARIO CORREA DACARET CIRUJANO DENTISTA EIRL;No Aplica;Privado;No Aplica;7308;TENO;Calle;20;ARTURO PRAT;939337504;11-08-2023;NO;No Aplica;No Aplica;-3.487.037.855;-711.630.784;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;30-08-2024;
;201681;;;7;MAULE;7;SEREMI DE SALUD DEL MAULE;No Perteneciente al Sistema Nacional de Servicios de Salud;CLÍNICA DENTAL;ESTABLECIMIENTO DE SALUD;MANUEL A. RODRÍGUEZ ZAMBRANO SPA;No Aplica;Privado;No Aplica;7101;TALCA;Calle;870;2 sur;953884785;03-04-2023;NO;No Aplica;No Aplica;-3.542.845.746;-7.166.433.982;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;07-10-2024;
;201683;;;7;MAULE;7;SEREMI DE SALUD DEL MAULE;No Perteneciente al Sistema Nacional de Servicios de Salud;CLÍNICA DENTAL;ESTABLECIMIENTO DE SALUD;PROMEDICALS;No Aplica;Privado;No Aplica;7301;CURICÓ;Calle;342;Chacabuco;966449203;24-10-2014;NO;No Aplica;No Aplica;-349.875.007;-712.351.217;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;07-10-2024;
;201704;;;7;MAULE;7;SEREMI DE SALUD DEL MAULE;No Perteneciente al Sistema Nacional de Servicios de Salud;CLÍNICA DENTAL;ESTABLECIMIENTO DE SALUD;GRUPO MEDICO Y DENTAL PLUS SPA;No Aplica;Privado;No Aplica;7406;SAN JAVIER;Calle;;Cienfuegos -A;983458999;04-04-2023;NO;No Aplica;No Aplica;-355.943.204;-7.173.236.697;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;15-10-2024;
;201705;;;7;MAULE;7;SEREMI DE SALUD DEL MAULE;No Perteneciente al Sistema Nacional de Servicios de Salud;CLÍNICA DENTAL;ESTABLECIMIENTO DE SALUD;CANALES Y GALLARDO SP;No Aplica;Privado;No Aplica;7101;TALCA;Calle;1528;30 Oriente  oficina 30;967283667;18-03-2024;NO;No Aplica;No Aplica;-354.292.973;-716.264.762;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;15-10-2024;
